Food_A,Food_B,Food_C,Type,Reason,Impact
Chickpeas,Brown Rice,Potato,GOOD,Stable glucose,metabolic
Tomato,Almonds,Potato,DEPENDS,Context based,neutral
Apple,Chickpeas,Chicken,DEPENDS,Context based,neutral
Milk,Jowar,Chickpeas,GOOD,Stable glucose,metabolic
Curd,Sweet Potato,Almonds,DEPENDS,Context based,neutral
Sweet Potato,Bajra,Bajra,DEPENDS,Context based,neutral
Dal,Jowar,Ghee,GOOD,Stable glucose,metabolic
Carrot,Orange,Chicken,DEPENDS,Context based,neutral
Almonds,Quinoa,Ragi,DEPENDS,Context based,neutral
Brown Rice,Egg,Ghee,GOOD,Stable glucose,metabolic
Sweet Potato,Fish,Olive Oil,GOOD,Stable glucose,metabolic
Jowar,Curd,Ragi,DEPENDS,Context based,neutral
Quinoa,Chicken,Fish,GOOD,Stable glucose,metabolic
Tomato,Sweet Potato,Carrot,DEPENDS,Context based,neutral
Milk,Fish,Almonds,DEPENDS,Context based,neutral
Brown Rice,Olive Oil,Spinach,DEPENDS,Context based,neutral
Apple,Banana,Paneer,DEPENDS,Context based,neutral
Lemon,Tomato,Ragi,DEPENDS,Context based,neutral
Quinoa,Sweet Potato,Banana,DEPENDS,Context based,neutral
Fish,Spinach,Milk,BAD,Calcium blocks iron,absorption
Orange,Apple,Ghee,DEPENDS,Context based,neutral
Paneer,Jowar,Dal,GOOD,Stable glucose,metabolic
Brown Rice,Potato,Peanut Butter,DEPENDS,Context based,neutral
Curd,Bajra,Paneer,GOOD,Stable glucose,metabolic
Tomato,Sweet Potato,Fish,GOOD,Stable glucose,metabolic
Bajra,Dal,Tomato,GOOD,Stable glucose,metabolic
Curd,Tomato,Banana,DEPENDS,Context based,neutral
Sweet Potato,Peanut Butter,Ragi,DEPENDS,Context based,neutral
Tomato,Spinach,Jowar,GOOD,Iron absorption boost,absorption
Carrot,Bajra,Chickpeas,GOOD,Stable glucose,metabolic
Milk,Jowar,Fish,GOOD,Stable glucose,metabolic
Dal,Tomato,Broccoli,DEPENDS,Context based,neutral
Rice,Orange,Lemon,DEPENDS,Context based,neutral
Lemon,Carrot,Sweet Potato,DEPENDS,Context based,neutral
Ragi,Peanut Butter,Almonds,DEPENDS,Context based,neutral
Banana,Brown Rice,Chicken,GOOD,Stable glucose,metabolic
Broccoli,Fish,Milk,DEPENDS,Context based,neutral
Quinoa,Quinoa,Banana,DEPENDS,Context based,neutral
Tomato,Fish,Fish,DEPENDS,Context based,neutral
Broccoli,Paneer,Ghee,DEPENDS,Context based,neutral
Brown Rice,Chicken,Ghee,GOOD,Stable glucose,metabolic
Chickpeas,Milk,Tomato,DEPENDS,Context based,neutral
Chicken,Egg,Tomato,DEPENDS,Context based,neutral
Milk,Spinach,Lemon,GOOD,Iron absorption boost,absorption
Jowar,Egg,Ragi,GOOD,Stable glucose,metabolic
Ghee,Olive Oil,Tomato,DEPENDS,Context based,neutral
Ragi,Carrot,Apple,DEPENDS,Context based,neutral
Paneer,Almonds,Spinach,DEPENDS,Context based,neutral
Lemon,Chickpeas,Banana,DEPENDS,Context based,neutral
Banana,Fish,Olive Oil,DEPENDS,Context based,neutral
Bajra,Spinach,Apple,DEPENDS,Context based,neutral
Broccoli,Bajra,Broccoli,DEPENDS,Context based,neutral
Brown Rice,Jowar,Spinach,DEPENDS,Context based,neutral
Brown Rice,Brown Rice,Potato,DEPENDS,Context based,neutral
Paneer,Rice,Broccoli,GOOD,Stable glucose,metabolic
Potato,Peanut Butter,Chickpeas,GOOD,Stable glucose,metabolic
Bajra,Lemon,Sweet Potato,DEPENDS,Context based,neutral
Fish,Quinoa,Ragi,GOOD,Stable glucose,metabolic
Quinoa,Milk,Brown Rice,DEPENDS,Context based,neutral
Bajra,Potato,Orange,DEPENDS,Context based,neutral
Brown Rice,Tomato,Spinach,GOOD,Iron absorption boost,absorption
Carrot,Chickpeas,Tomato,DEPENDS,Context based,neutral
Dal,Lemon,Tomato,DEPENDS,Context based,neutral
Apple,Curd,Banana,DEPENDS,Context based,neutral
Dal,Sweet Potato,Peanut Butter,GOOD,Stable glucose,metabolic
Spinach,Egg,Jowar,GOOD,Stable glucose,metabolic
Chicken,Egg,Ragi,GOOD,Stable glucose,metabolic
Ghee,Chicken,Ghee,DEPENDS,Context based,neutral
Almonds,Potato,Paneer,GOOD,Stable glucose,metabolic
Orange,Rice,Brown Rice,DEPENDS,Context based,neutral
Spinach,Peanut Butter,Paneer,DEPENDS,Context based,neutral
Dal,Quinoa,Sweet Potato,GOOD,Stable glucose,metabolic
Quinoa,Chicken,Tomato,GOOD,Stable glucose,metabolic
Curd,Orange,Jowar,DEPENDS,Context based,neutral
Fish,Dal,Brown Rice,GOOD,Stable glucose,metabolic
Broccoli,Orange,Paneer,DEPENDS,Context based,neutral
Chicken,Ghee,Ragi,GOOD,Stable glucose,metabolic
Jowar,Milk,Tomato,DEPENDS,Context based,neutral
Potato,Orange,Lemon,DEPENDS,Context based,neutral
Broccoli,Curd,Egg,DEPENDS,Context based,neutral
Apple,Olive Oil,Brown Rice,BAD,Heavy digestion + sugar spike,metabolic
Broccoli,Egg,Ragi,GOOD,Stable glucose,metabolic
Chicken,Banana,Dal,DEPENDS,Context based,neutral
Paneer,Banana,Curd,DEPENDS,Context based,neutral
Ghee,Orange,Olive Oil,DEPENDS,Context based,neutral
Olive Oil,Bajra,Lemon,DEPENDS,Context based,neutral
Paneer,Quinoa,Fish,GOOD,Stable glucose,metabolic
Curd,Orange,Potato,DEPENDS,Context based,neutral
Milk,Carrot,Chicken,DEPENDS,Context based,neutral
Broccoli,Sweet Potato,Orange,DEPENDS,Context based,neutral
Orange,Dal,Quinoa,GOOD,Stable glucose,metabolic
Quinoa,Potato,Rice,DEPENDS,Context based,neutral
Ghee,Sweet Potato,Almonds,DEPENDS,Context based,neutral
Ragi,Carrot,Milk,DEPENDS,Context based,neutral
Jowar,Banana,Brown Rice,DEPENDS,Context based,neutral
Apple,Chickpeas,Broccoli,DEPENDS,Context based,neutral
Lemon,Potato,Bajra,DEPENDS,Context based,neutral
Bajra,Chicken,Tomato,GOOD,Stable glucose,metabolic
Egg,Banana,Chickpeas,DEPENDS,Context based,neutral
Rice,Almonds,Tomato,DEPENDS,Context based,neutral
Banana,Milk,Banana,DEPENDS,Context based,neutral
Brown Rice,Potato,Brown Rice,DEPENDS,Context based,neutral
Quinoa,Almonds,Chickpeas,GOOD,Stable glucose,metabolic
Bajra,Bajra,Olive Oil,DEPENDS,Context based,neutral
Chicken,Apple,Curd,DEPENDS,Context based,neutral
Egg,Sweet Potato,Brown Rice,GOOD,Stable glucose,metabolic
Dal,Apple,Banana,DEPENDS,Context based,neutral
Tomato,Milk,Curd,DEPENDS,Context based,neutral
Carrot,Paneer,Olive Oil,GOOD,Vitamin A absorption,absorption
Fish,Tomato,Almonds,DEPENDS,Context based,neutral
Tomato,Orange,Bajra,DEPENDS,Context based,neutral
Egg,Apple,Milk,DEPENDS,Context based,neutral
Orange,Lemon,Lemon,DEPENDS,Context based,neutral
Tomato,Bajra,Ragi,DEPENDS,Context based,neutral
Olive Oil,Fish,Peanut Butter,DEPENDS,Context based,neutral
Almonds,Fish,Sweet Potato,GOOD,Stable glucose,metabolic
Paneer,Potato,Ghee,GOOD,Stable glucose,metabolic
Rice,Ghee,Curd,DEPENDS,Context based,neutral
Apple,Dal,Bajra,GOOD,Stable glucose,metabolic
Bajra,Milk,Ghee,DEPENDS,Context based,neutral
Bajra,Ragi,Olive Oil,DEPENDS,Context based,neutral
Curd,Orange,Egg,DEPENDS,Context based,neutral
Milk,Ragi,Ragi,DEPENDS,Context based,neutral
Ghee,Lemon,Potato,DEPENDS,Context based,neutral
Bajra,Egg,Brown Rice,GOOD,Stable glucose,metabolic
Peanut Butter,Banana,Broccoli,DEPENDS,Context based,neutral
Ragi,Peanut Butter,Chicken,GOOD,Stable glucose,metabolic
Tomato,Potato,Rice,DEPENDS,Context based,neutral
Bajra,Bajra,Lemon,DEPENDS,Context based,neutral
Broccoli,Broccoli,Olive Oil,DEPENDS,Context based,neutral
Olive Oil,Apple,Bajra,BAD,Heavy digestion + sugar spike,metabolic
Quinoa,Chickpeas,Orange,GOOD,Stable glucose,metabolic
Peanut Butter,Egg,Orange,DEPENDS,Context based,neutral
Bajra,Almonds,Jowar,DEPENDS,Context based,neutral
Chickpeas,Orange,Dal,DEPENDS,Context based,neutral
Curd,Potato,Quinoa,DEPENDS,Context based,neutral
Paneer,Almonds,Jowar,GOOD,Stable glucose,metabolic
Banana,Brown Rice,Paneer,GOOD,Stable glucose,metabolic
Peanut Butter,Bajra,Peanut Butter,DEPENDS,Context based,neutral
Ragi,Fish,Peanut Butter,GOOD,Stable glucose,metabolic
Fish,Brown Rice,Ghee,GOOD,Stable glucose,metabolic
Fish,Curd,Chickpeas,DEPENDS,Context based,neutral
Apple,Jowar,Brown Rice,DEPENDS,Context based,neutral
Quinoa,Tomato,Chicken,GOOD,Stable glucose,metabolic
Lemon,Tomato,Chickpeas,DEPENDS,Context based,neutral
Lemon,Bajra,Brown Rice,DEPENDS,Context based,neutral
Chicken,Ghee,Carrot,GOOD,Vitamin A absorption,absorption
Brown Rice,Egg,Apple,GOOD,Stable glucose,metabolic
Potato,Carrot,Almonds,GOOD,Vitamin A absorption,absorption
Peanut Butter,Ragi,Almonds,DEPENDS,Context based,neutral
Jowar,Olive Oil,Banana,BAD,Heavy digestion + sugar spike,metabolic
Tomato,Jowar,Egg,GOOD,Stable glucose,metabolic
Spinach,Olive Oil,Rice,DEPENDS,Context based,neutral
Chicken,Chicken,Apple,DEPENDS,Context based,neutral
Broccoli,Peanut Butter,Ghee,DEPENDS,Context based,neutral
Olive Oil,Paneer,Chicken,DEPENDS,Context based,neutral
Sweet Potato,Potato,Apple,DEPENDS,Context based,neutral
Ragi,Carrot,Curd,DEPENDS,Context based,neutral
Paneer,Rice,Rice,GOOD,Stable glucose,metabolic
Ghee,Curd,Chickpeas,DEPENDS,Context based,neutral
Peanut Butter,Orange,Peanut Butter,DEPENDS,Context based,neutral
Orange,Dal,Banana,DEPENDS,Context based,neutral
Chicken,Spinach,Chickpeas,DEPENDS,Context based,neutral
Fish,Bajra,Apple,GOOD,Stable glucose,metabolic
Egg,Carrot,Bajra,GOOD,Stable glucose,metabolic
Rice,Peanut Butter,Paneer,GOOD,Stable glucose,metabolic
Banana,Potato,Bajra,DEPENDS,Context based,neutral
Milk,Banana,Fish,DEPENDS,Context based,neutral
Tomato,Apple,Peanut Butter,DEPENDS,Context based,neutral
Jowar,Brown Rice,Spinach,DEPENDS,Context based,neutral
Curd,Chickpeas,Carrot,DEPENDS,Context based,neutral
Milk,Chickpeas,Egg,DEPENDS,Context based,neutral
Carrot,Almonds,Paneer,GOOD,Vitamin A absorption,absorption
Ghee,Milk,Potato,DEPENDS,Context based,neutral
Lemon,Fish,Carrot,DEPENDS,Context based,neutral
Potato,Curd,Jowar,DEPENDS,Context based,neutral
Quinoa,Fish,Orange,GOOD,Stable glucose,metabolic
Ragi,Ghee,Chicken,GOOD,Stable glucose,metabolic
Fish,Rice,Fish,GOOD,Stable glucose,metabolic
Carrot,Lemon,Potato,DEPENDS,Context based,neutral
Broccoli,Ghee,Egg,DEPENDS,Context based,neutral
Apple,Carrot,Spinach,DEPENDS,Context based,neutral
Chicken,Broccoli,Sweet Potato,GOOD,Stable glucose,metabolic
Bajra,Sweet Potato,Spinach,DEPENDS,Context based,neutral
Banana,Almonds,Carrot,GOOD,Vitamin A absorption,absorption
Curd,Egg,Sweet Potato,GOOD,Stable glucose,metabolic
Chickpeas,Brown Rice,Ragi,GOOD,Stable glucose,metabolic
Egg,Bajra,Dal,GOOD,Stable glucose,metabolic
Tomato,Dal,Olive Oil,DEPENDS,Context based,neutral
Dal,Apple,Brown Rice,GOOD,Stable glucose,metabolic
Jowar,Peanut Butter,Paneer,GOOD,Stable glucose,metabolic
Dal,Milk,Apple,DEPENDS,Context based,neutral
Rice,Dal,Chickpeas,GOOD,Stable glucose,metabolic
Lemon,Chicken,Quinoa,GOOD,Stable glucose,metabolic
Quinoa,Spinach,Orange,GOOD,Iron absorption boost,absorption
Curd,Potato,Ragi,DEPENDS,Context based,neutral
Curd,Potato,Carrot,DEPENDS,Context based,neutral
Olive Oil,Sweet Potato,Orange,DEPENDS,Context based,neutral
Orange,Potato,Quinoa,DEPENDS,Context based,neutral
Quinoa,Bajra,Fish,GOOD,Stable glucose,metabolic
Curd,Tomato,Egg,DEPENDS,Context based,neutral
Brown Rice,Tomato,Dal,GOOD,Stable glucose,metabolic
Curd,Lemon,Rice,DEPENDS,Context based,neutral
Potato,Quinoa,Rice,DEPENDS,Context based,neutral
Egg,Quinoa,Bajra,GOOD,Stable glucose,metabolic
Quinoa,Brown Rice,Potato,DEPENDS,Context based,neutral
Bajra,Broccoli,Milk,DEPENDS,Context based,neutral
Banana,Bajra,Egg,GOOD,Stable glucose,metabolic
Jowar,Sweet Potato,Lemon,DEPENDS,Context based,neutral
Spinach,Paneer,Olive Oil,DEPENDS,Context based,neutral
Fish,Peanut Butter,Apple,DEPENDS,Context based,neutral
Broccoli,Carrot,Chickpeas,DEPENDS,Context based,neutral
Ragi,Bajra,Dal,GOOD,Stable glucose,metabolic
Rice,Almonds,Chickpeas,GOOD,Stable glucose,metabolic
Peanut Butter,Carrot,Quinoa,GOOD,Vitamin A absorption,absorption
Ragi,Almonds,Olive Oil,DEPENDS,Context based,neutral
Bajra,Dal,Sweet Potato,GOOD,Stable glucose,metabolic
Jowar,Brown Rice,Jowar,DEPENDS,Context based,neutral
Ragi,Fish,Olive Oil,GOOD,Stable glucose,metabolic
Curd,Almonds,Tomato,DEPENDS,Context based,neutral
Quinoa,Ragi,Almonds,DEPENDS,Context based,neutral
Spinach,Milk,Apple,BAD,Calcium blocks iron,absorption
Paneer,Olive Oil,Peanut Butter,DEPENDS,Context based,neutral
Almonds,Apple,Rice,BAD,Heavy digestion + sugar spike,metabolic
Spinach,Milk,Apple,BAD,Calcium blocks iron,absorption
Ghee,Jowar,Peanut Butter,DEPENDS,Context based,neutral
Potato,Potato,Broccoli,DEPENDS,Context based,neutral
Milk,Broccoli,Sweet Potato,DEPENDS,Context based,neutral
Orange,Orange,Lemon,DEPENDS,Context based,neutral
Almonds,Apple,Orange,DEPENDS,Context based,neutral
Rice,Sweet Potato,Sweet Potato,DEPENDS,Context based,neutral
Rice,Egg,Ragi,GOOD,Stable glucose,metabolic
Apple,Dal,Fish,DEPENDS,Context based,neutral
Dal,Jowar,Curd,GOOD,Stable glucose,metabolic
Brown Rice,Ragi,Tomato,DEPENDS,Context based,neutral
Spinach,Tomato,Egg,GOOD,Iron absorption boost,absorption
Chicken,Broccoli,Peanut Butter,DEPENDS,Context based,neutral
Milk,Bajra,Dal,GOOD,Stable glucose,metabolic
Chickpeas,Apple,Dal,DEPENDS,Context based,neutral
Curd,Chickpeas,Ghee,DEPENDS,Context based,neutral
Milk,Chickpeas,Spinach,BAD,Calcium blocks iron,absorption
Spinach,Rice,Peanut Butter,DEPENDS,Context based,neutral
Egg,Lemon,Quinoa,GOOD,Stable glucose,metabolic
Sweet Potato,Spinach,Quinoa,DEPENDS,Context based,neutral
Tomato,Carrot,Sweet Potato,DEPENDS,Context based,neutral
Carrot,Rice,Curd,DEPENDS,Context based,neutral
Milk,Egg,Milk,DEPENDS,Context based,neutral
Potato,Curd,Olive Oil,DEPENDS,Context based,neutral
Brown Rice,Fish,Apple,GOOD,Stable glucose,metabolic
Sweet Potato,Spinach,Peanut Butter,DEPENDS,Context based,neutral
Broccoli,Broccoli,Broccoli,DEPENDS,Context based,neutral
Ragi,Lemon,Paneer,GOOD,Stable glucose,metabolic
Ghee,Carrot,Chickpeas,GOOD,Vitamin A absorption,absorption
Milk,Quinoa,Apple,DEPENDS,Context based,neutral
Lemon,Milk,Chickpeas,DEPENDS,Context based,neutral
Peanut Butter,Banana,Quinoa,BAD,Heavy digestion + sugar spike,metabolic
Lemon,Jowar,Dal,GOOD,Stable glucose,metabolic
Ghee,Spinach,Rice,DEPENDS,Context based,neutral
Chickpeas,Rice,Potato,GOOD,Stable glucose,metabolic
Peanut Butter,Broccoli,Egg,DEPENDS,Context based,neutral
Potato,Rice,Dal,GOOD,Stable glucose,metabolic
Almonds,Brown Rice,Carrot,GOOD,Vitamin A absorption,absorption
Apple,Chicken,Olive Oil,DEPENDS,Context based,neutral
Milk,Tomato,Fish,DEPENDS,Context based,neutral
Almonds,Tomato,Jowar,DEPENDS,Context based,neutral
Orange,Apple,Curd,DEPENDS,Context based,neutral
Lemon,Ghee,Ragi,DEPENDS,Context based,neutral
Bajra,Curd,Chickpeas,GOOD,Stable glucose,metabolic
Dal,Carrot,Potato,GOOD,Stable glucose,metabolic
Apple,Potato,Curd,DEPENDS,Context based,neutral
Dal,Potato,Apple,GOOD,Stable glucose,metabolic
Rice,Potato,Almonds,DEPENDS,Context based,neutral
Olive Oil,Lemon,Chickpeas,DEPENDS,Context based,neutral
Orange,Egg,Ghee,DEPENDS,Context based,neutral
Ghee,Carrot,Ragi,GOOD,Vitamin A absorption,absorption
Olive Oil,Potato,Ragi,DEPENDS,Context based,neutral
Ghee,Almonds,Banana,DEPENDS,Context based,neutral
Dal,Olive Oil,Ragi,GOOD,Stable glucose,metabolic
Lemon,Egg,Olive Oil,DEPENDS,Context based,neutral
Tomato,Tomato,Egg,DEPENDS,Context based,neutral
Spinach,Rice,Peanut Butter,DEPENDS,Context based,neutral
Sweet Potato,Broccoli,Paneer,GOOD,Stable glucose,metabolic
Peanut Butter,Fish,Brown Rice,GOOD,Stable glucose,metabolic
Lemon,Ragi,Lemon,DEPENDS,Context based,neutral
Ragi,Spinach,Chicken,GOOD,Stable glucose,metabolic
Orange,Egg,Olive Oil,DEPENDS,Context based,neutral
Lemon,Egg,Carrot,DEPENDS,Context based,neutral
Carrot,Peanut Butter,Chicken,GOOD,Vitamin A absorption,absorption
Banana,Apple,Peanut Butter,DEPENDS,Context based,neutral
Curd,Chicken,Rice,GOOD,Stable glucose,metabolic
Broccoli,Chicken,Fish,DEPENDS,Context based,neutral
Dal,Ghee,Curd,DEPENDS,Context based,neutral
Quinoa,Carrot,Milk,DEPENDS,Context based,neutral
Brown Rice,Spinach,Olive Oil,DEPENDS,Context based,neutral
Jowar,Lemon,Orange,DEPENDS,Context based,neutral
Dal,Almonds,Lemon,DEPENDS,Context based,neutral
Brown Rice,Tomato,Lemon,DEPENDS,Context based,neutral
Olive Oil,Egg,Tomato,DEPENDS,Context based,neutral
Banana,Olive Oil,Rice,BAD,Heavy digestion + sugar spike,metabolic
Almonds,Carrot,Banana,GOOD,Vitamin A absorption,absorption
Milk,Curd,Peanut Butter,DEPENDS,Context based,neutral
Banana,Tomato,Curd,DEPENDS,Context based,neutral
Orange,Lemon,Olive Oil,DEPENDS,Context based,neutral
Dal,Spinach,Carrot,DEPENDS,Context based,neutral
Jowar,Broccoli,Broccoli,DEPENDS,Context based,neutral
Quinoa,Rice,Milk,DEPENDS,Context based,neutral
Spinach,Chickpeas,Lemon,GOOD,Iron absorption boost,absorption
Spinach,Chickpeas,Dal,DEPENDS,Context based,neutral
Milk,Banana,Chickpeas,DEPENDS,Context based,neutral
Bajra,Bajra,Sweet Potato,DEPENDS,Context based,neutral
Chickpeas,Quinoa,Potato,GOOD,Stable glucose,metabolic
Jowar,Lemon,Broccoli,DEPENDS,Context based,neutral
Ragi,Bajra,Carrot,DEPENDS,Context based,neutral
Banana,Broccoli,Bajra,DEPENDS,Context based,neutral
Lemon,Paneer,Tomato,DEPENDS,Context based,neutral
Spinach,Peanut Butter,Bajra,DEPENDS,Context based,neutral
Carrot,Ragi,Ghee,GOOD,Vitamin A absorption,absorption
Brown Rice,Egg,Orange,GOOD,Stable glucose,metabolic
Rice,Carrot,Spinach,DEPENDS,Context based,neutral
Quinoa,Chicken,Ragi,GOOD,Stable glucose,metabolic
Broccoli,Bajra,Apple,DEPENDS,Context based,neutral
Paneer,Spinach,Carrot,DEPENDS,Context based,neutral
Broccoli,Rice,Apple,DEPENDS,Context based,neutral
Almonds,Ghee,Milk,DEPENDS,Context based,neutral
Orange,Banana,Ragi,DEPENDS,Context based,neutral
Bajra,Olive Oil,Peanut Butter,DEPENDS,Context based,neutral
Ragi,Fish,Apple,GOOD,Stable glucose,metabolic
Sweet Potato,Lemon,Sweet Potato,DEPENDS,Context based,neutral
Brown Rice,Peanut Butter,Tomato,DEPENDS,Context based,neutral
Fish,Chickpeas,Apple,DEPENDS,Context based,neutral
Ghee,Spinach,Potato,DEPENDS,Context based,neutral
Ghee,Jowar,Banana,BAD,Heavy digestion + sugar spike,metabolic
Apple,Quinoa,Orange,DEPENDS,Context based,neutral
Olive Oil,Olive Oil,Apple,DEPENDS,Context based,neutral
Milk,Apple,Egg,DEPENDS,Context based,neutral
Quinoa,Fish,Jowar,GOOD,Stable glucose,metabolic
Rice,Almonds,Apple,BAD,Heavy digestion + sugar spike,metabolic
Curd,Olive Oil,Milk,DEPENDS,Context based,neutral
Chicken,Rice,Spinach,GOOD,Stable glucose,metabolic
Bajra,Dal,Brown Rice,GOOD,Stable glucose,metabolic
Almonds,Olive Oil,Orange,DEPENDS,Context based,neutral
Olive Oil,Ragi,Jowar,DEPENDS,Context based,neutral
Lemon,Carrot,Olive Oil,GOOD,Vitamin A absorption,absorption
Orange,Broccoli,Paneer,DEPENDS,Context based,neutral
Curd,Quinoa,Egg,GOOD,Stable glucose,metabolic
Banana,Egg,Almonds,DEPENDS,Context based,neutral
Rice,Lemon,Quinoa,DEPENDS,Context based,neutral
Milk,Lemon,Olive Oil,DEPENDS,Context based,neutral
Ragi,Chickpeas,Quinoa,GOOD,Stable glucose,metabolic
Carrot,Fish,Egg,DEPENDS,Context based,neutral
Jowar,Paneer,Paneer,GOOD,Stable glucose,metabolic
Quinoa,Egg,Sweet Potato,GOOD,Stable glucose,metabolic
Fish,Broccoli,Banana,DEPENDS,Context based,neutral
Olive Oil,Paneer,Chicken,DEPENDS,Context based,neutral
Ghee,Fish,Chicken,DEPENDS,Context based,neutral
Olive Oil,Lemon,Tomato,DEPENDS,Context based,neutral
Ragi,Ragi,Ghee,DEPENDS,Context based,neutral
Quinoa,Broccoli,Banana,DEPENDS,Context based,neutral
Dal,Brown Rice,Fish,GOOD,Stable glucose,metabolic
Ragi,Peanut Butter,Ragi,DEPENDS,Context based,neutral
Sweet Potato,Jowar,Orange,DEPENDS,Context based,neutral
Egg,Milk,Jowar,GOOD,Stable glucose,metabolic
Apple,Egg,Ghee,DEPENDS,Context based,neutral
Tomato,Chickpeas,Olive Oil,DEPENDS,Context based,neutral
Almonds,Ghee,Sweet Potato,DEPENDS,Context based,neutral
Olive Oil,Bajra,Sweet Potato,DEPENDS,Context based,neutral
Chicken,Chickpeas,Almonds,DEPENDS,Context based,neutral
Brown Rice,Orange,Chicken,GOOD,Stable glucose,metabolic
Bajra,Jowar,Orange,DEPENDS,Context based,neutral
Egg,Olive Oil,Broccoli,DEPENDS,Context based,neutral
Ragi,Paneer,Potato,GOOD,Stable glucose,metabolic
Tomato,Egg,Sweet Potato,GOOD,Stable glucose,metabolic
Peanut Butter,Curd,Chicken,DEPENDS,Context based,neutral
Ragi,Milk,Spinach,BAD,Calcium blocks iron,absorption
Lemon,Potato,Jowar,DEPENDS,Context based,neutral
Peanut Butter,Potato,Spinach,DEPENDS,Context based,neutral
Milk,Egg,Jowar,GOOD,Stable glucose,metabolic
Quinoa,Ragi,Dal,GOOD,Stable glucose,metabolic
Paneer,Lemon,Rice,GOOD,Stable glucose,metabolic
Jowar,Ghee,Fish,GOOD,Stable glucose,metabolic
Spinach,Carrot,Ragi,DEPENDS,Context based,neutral
Ragi,Sweet Potato,Spinach,DEPENDS,Context based,neutral
Chicken,Ghee,Carrot,GOOD,Vitamin A absorption,absorption
Chickpeas,Dal,Ragi,GOOD,Stable glucose,metabolic
Egg,Fish,Peanut Butter,DEPENDS,Context based,neutral
Ghee,Potato,Chicken,GOOD,Stable glucose,metabolic
Milk,Olive Oil,Egg,DEPENDS,Context based,neutral
Egg,Chickpeas,Bajra,GOOD,Stable glucose,metabolic
Chickpeas,Chickpeas,Chicken,DEPENDS,Context based,neutral
Milk,Chickpeas,Brown Rice,GOOD,Stable glucose,metabolic
Chickpeas,Spinach,Dal,DEPENDS,Context based,neutral
Ragi,Chickpeas,Apple,GOOD,Stable glucose,metabolic
Peanut Butter,Sweet Potato,Milk,DEPENDS,Context based,neutral
Bajra,Almonds,Brown Rice,DEPENDS,Context based,neutral
Quinoa,Chicken,Egg,GOOD,Stable glucose,metabolic
Apple,Brown Rice,Olive Oil,BAD,Heavy digestion + sugar spike,metabolic
Paneer,Milk,Chickpeas,DEPENDS,Context based,neutral
Orange,Apple,Fish,DEPENDS,Context based,neutral
Lemon,Apple,Banana,DEPENDS,Context based,neutral
Fish,Ragi,Jowar,GOOD,Stable glucose,metabolic
Dal,Sweet Potato,Orange,GOOD,Stable glucose,metabolic
Quinoa,Fish,Almonds,GOOD,Stable glucose,metabolic
Broccoli,Rice,Bajra,DEPENDS,Context based,neutral
Bajra,Sweet Potato,Brown Rice,DEPENDS,Context based,neutral
Chicken,Egg,Brown Rice,GOOD,Stable glucose,metabolic
Milk,Chickpeas,Chicken,DEPENDS,Context based,neutral
Orange,Quinoa,Egg,GOOD,Stable glucose,metabolic
Tomato,Almonds,Chicken,DEPENDS,Context based,neutral
Carrot,Broccoli,Fish,DEPENDS,Context based,neutral
Egg,Curd,Egg,DEPENDS,Context based,neutral
Fish,Fish,Rice,GOOD,Stable glucose,metabolic
Paneer,Olive Oil,Bajra,GOOD,Stable glucose,metabolic
Curd,Apple,Dal,DEPENDS,Context based,neutral
Carrot,Jowar,Egg,GOOD,Stable glucose,metabolic
Brown Rice,Apple,Banana,DEPENDS,Context based,neutral
